Id;DATE_DERNIERE_MAJ;INTERET;TYPE;THEME;EVENEMENT_CADRE;NOM_OFFRE;LIEU;RUE;CODE_POSTAL;COMMUNE;COMMUNE_INSEE;TEL;TEL_MOB;MEL;SITE_WEB;LONGITUDE;LATITUDE;GEOLOC_MANUELLE;LABEL_TOURISME_HANDICAP;MARQUES_LABELS;DATES;TARIFS
"FMAAQU064V5881ZY";"06/09/2018";"Promotion locale";"Exposition";"";"";"Antichambres : Stéphane Pencréac'h ""La Suite""";"Galerie Georges-Pompidou";"12 rue Albert-le-Barillier";"64600";"ANGLET";"64024";"+33 5 59 58 35 60";"";"culture@anglet.fr";"";" -1.5131707";"43.4850547";"Oui";"";"";"07/07/2018|15/09/2018|10:00|13:00|14:00|18:00|";"Gratuit|0,00||"
"FMAAQU064V588154";"06/09/2018";"Promotion locale";"Exposition";"";"";"Antichambres : Tadashi Kawamata ""'I' Love Tower""";"Villa Beatrix Enea";"2 rue Albert-le-Barillier";"64600";"ANGLET";"64024";"+33 5 59 58 35 60";"";"culture@anglet.fr";"";" -1.5139271";"43.4823438";"Oui";"";"";"07/07/2018|03/11/2018|10:00|13:00|14:00|18:00|";"Gratuit|0,00||"
"FMAAQU033V50FGZE";"08/09/2018";"Promotion régionale";"Brocante # Vide greniers Braderie";"";"";"Antiquités, Brocante et Vide-grenier à Bourg ";"Quai des Brocs ";"Quai Jean Bart ";"33710";"BOURG";"33067";"";"+33 6 76 76 58 45 # +33 6 08 27 29 87";"";"http://www.tourisme-cotes-de-bourg.fr";" -0.5548360";"45.0378364";"Oui";"";"";"01/01/2018|31/12/2018|10:00|19:00|||Lundi Mardi";""
"FMAAQU024V50AJ61";"07/05/2018";"Promotion régionale";"Exposition";"Arts créatifs/Arts plastiques # Peinture # Photographie # Sculpture";"";"Anywhere Creation - Exposition   ";"";"6 place de la République";"24360";"PIEGUT-PLUVIERS";"24328";"+33 5 24 12 11 37";"+33 6 64 23 34 43";"";"";"0.68953750";"45.6224584";"Oui";"";"";"02/08/2018|01/09/2018|||||";""
"FMAAQU033V50DT29";"24/08/2018";"Promotion régionale";"Animations locales";"Musique de variété # Nature # Vin / œnologie / spiritueux";"";"Apéro musical sur l'estuaire";"Halte nautique";"Rue Pierre Sémard";"33390";"BLAYE";"33058";"+33 5 57 42 12 09";"";"";"";" -0.6663527";"45.1253724";"Oui";"";"";"01/09/2018|01/09/2018|19:00|21:00|||";"Plein tarif|19,00||Adultes et + de 12 ans # Tarif réduit|8,00||Enfants 5-12 ans"
"FMAAQU033V50NV1W";"10/09/2018";"Promotion locale";"Animations locales # Divertissement";"";"";"Apéro scène ouverte ""A la bonne franquette""";"Tourelles";"25 Rue Edouard de Pontet,";"33250";"PAUILLAC";"33314";"+33 5 56 59 07 56";"";"";"";" -0.7506330";"45.2021679";"Oui";"";"";"28/09/2018|28/09/2018|19:00||||";"Plein tarif|5,00||"
"FMAAQU033V50N9S9";"17/08/2018";"Promotion locale";"Animations locales";"Vin / œnologie / spiritueux";"";"Apéro Vignerons des Graves de Vayres";"Maison des vins des Graves de Vayres";"Place du général de Gaule";"33870";"VAYRES";"33539";"+33 5 57 74 86 42";"";"";"";" -0.3142161";"44.8976019";"Oui";"";"";"07/09/2018|07/09/2018|19:00|21:00|||";"Plein tarif||2,50|"
"FMAAQU064V572ZTH";"12/09/2018";"Promotion locale";"Animations locales";"";"";"Apéro/Le café des parents";"Espace de vie sociale";"23 rue des Pelhans";"64350";"LEMBEYE";"64331";"";"+33 6 99 65 96 10";"";"http://www.association-diapason.jimdo.com";" -0.1090564";"43.4503295";"Oui";"";"";"20/09/2018|20/09/2018|19:00||||";"Gratuit|0,00|0,00|"
"FMAAQU040V50HQAP";"03/09/2018";"Promotion locale";"Spectacle";"Jazz et blues";"";"Apéro-concert ""Musicopas"" à la villa Mirasol";"";" 2 Bd Ferdinand de Candau";"40000";"MONT-DE-MARSAN";"40192";"+33 5 58 44 14 14";"";"";"";" -0.5036087";"43.8911680";"Oui";"";"";"19/09/2018|19/09/2018|19:30|21:30|||";"Gratuit|||"
"FMAAQU040V50HQA7";"03/09/2018";"Promotion locale";"Spectacle";"Jazz et blues # Pop musique (rock, pop, rap, …)";"";"Apéro-concert ""Musicopas"" à la villa Mirasol";"";"2 Bd Ferdinand de Candau";"40000";"MONT-DE-MARSAN";"40192";"+33 5 58 44 14 14";"";"";"";" -0.5036087";"43.8911680";"Oui";"";"";"12/09/2018|12/09/2018|19:30|21:30|||";"Gratuit|||"
"FMAAQU040V50HR06";"03/09/2018";"Promotion locale";"Spectacle";"Jazz et blues # Pop musique (rock, pop, rap, …)";"";"Apéro-concert ""Musicopas"" à la villa Mirasol";"";"2 Bd Ferdinand de Candau";"40000";"MONT-DE-MARSAN";"40192";"+33 5 58 44 14 14";"";"";"";" -0.5036087";"43.8911680";"Oui";"";"";"26/09/2018|26/09/2018|19:30|21:30|||";"Gratuit|||"
"FMAAQU040V50HQ93";"03/09/2018";"Promotion locale";"Spectacle";"Pop musique (rock, pop, rap, …)";"";"Apéro-concert ""Musicopas""à la villa Mirasol";"Villa Mirasol  2 Bd Ferdinand de Candau";"";"40000";"MONT-DE-MARSAN";"40192";"+33 5 58 44 14 14";"";"";"";" -0.4997819";"43.893485";"Oui";"";"";"05/09/2018|05/09/2018|19:30|21:30|||";"Gratuit|||"
"FMAAQU033V50KY52";"31/08/2018";"Promotion régionale";"Concert";"Musique classique # Vin / œnologie / spiritueux";"";"Apéro-concert, Rossini : Stabat Mater, à l'Auditorium de Bordeaux";"Auditorium de Bordeaux";"9 - 13 cours Georges Clémenceau";"33000";"BORDEAUX";"33063";"+33 5 56 00 85 95";"";"";"https://www.opera-bordeaux.com/apero-concert-45-min-programme-faure-11006";" -0.5798956";"44.8422082";"Oui";"";"";"28/09/2018|28/09/2018|19:00||||";"Plein tarif|10,00||sur réservation"
"FMAAQU064V58RHLL";"21/08/2018";"Promotion locale";"Conférence";"";"";"Apéro-doc : Paris, la ville haussmannienne";"Bibliothèque Quintaou";"12 rue Albert-le-Barillier";"64600";"ANGLET";"64024";"+33 5 59 52 17 55";"";"bibliotheque@anglet.fr";"https://www.anglet.fr/sorties/reservez-en-ligne-vos-animations-bibliotheque";" -1.5132220";"43.4851329";"Oui";"";"";"18/09/2018|18/09/2018|12:30||||";"Gratuit|0,00||"
"FMAAQU040V50JLBV";"29/08/2018";"Promotion locale";"Animations locales";"Littérature";"";"Apéro-lectures";"Médiathèque";"32 Rue des Capucins";"40270";"GRENADE-SUR-L'ADOUR";"40117";"+33 5 58 03 75 36";"";"mediatheque@grenadesuradour.fr";"https://www.grenadesuradour.fr/mediatheque";" -0.4294231";"43.7722783";"Oui";"";"";"21/09/2018|21/09/2018|18:00||||";"Gratuit|||"
"FMAAQU033V50GHIA";"15/03/2018";"Promotion régionale";"Animations locales";"Vin / œnologie / spiritueux";"";"Apéros vignerons des graves de Vayres";"Maison du vin des graves de Vayres";"Place du Général de Gaule";"33870";"VAYRES";"33539";"+33 5 57 74 86 42";"";"gravesdevayres@wanadoo.fr";"http://www.mairie-vayres.fr/Les-Graves-de-Vayres,85";" -0.3190150";"44.8964799";"Oui";"";"";"03/08/2018|03/08/2018|19:00|21:00||| # 07/09/2018|07/09/2018|19:00|21:00|||";""
"FMAAQU040V50HZXZ";"02/08/2018";"Promotion locale";"";"Vin / œnologie / spiritueux";"";"Approche pédagogique de l'Armagnac et du Floc de Gascogne";"La Cave à Mimie";"17 rue Emile Nougaro";"40140";"SOUSTONS";"40310";"+33 5 58 41 52 62";"";"";"";" -1.3273860";"43.7548614";"Oui";"";"";"05/09/2018|05/09/2018|11:00|12:00|||";""
"FMAAQU040V50HZYA";"02/08/2018";"Promotion locale";"";"Vin / œnologie / spiritueux";"";"Approche pédagogique de l'Armagnac et du Floc de Gascogne";"La Cave à Mimie";"17 rue Emile Nougaro";"40140";"SOUSTONS";"40310";"+33 5 58 41 52 62";"";"";"";" -1.3273860";"43.7548614";"Oui";"";"";"12/09/2018|12/09/2018|11:00|12:00|||";""
"FMAAQU047V509MXO";"10/09/2018";"Promotion locale";"Animations locales";"Jeux de société";"";"Après-midi jeux et repas en soirée";"mairie";"";"47800";"AGNAC";"47003";"+33 5 53 79 52 73";"+33 6 70 18 12 01";"";"";"0.37146400";"44.65384";"Oui";"";"";"29/09/2018|29/09/2018|||||";"Gratuit|||Jeux libres # Plein tarif|17,00|17,00|Repas complet"
"FMAAQU040V50IUM8";"30/07/2018";"Promotion locale";"Animation Jeune Public # Animation patrimoine # Animations locales # Divertissement";"Bien-être";"";"Arcachon Bien Vivre";"Auditorium de la Maison des Jeunes";"Allée José Maria de Heredia";"33120";"ARCACHON";"33009";"+33 5 57 52 50 80";"";"";"";" -1.168727";"44.655821";"Oui";"";"";"10/09/2018|10/09/2018|10:00|11:30|||";""
"FMAAQU040V50IV6U";"30/07/2018";"Promotion locale";"Animations locales # Divertissement";"Bien-être";"";"Arcachon Bien Vivre";"Maison de Quartier des Abatilles/Pereire";"4 Allée Roger Touton";"33120";"ARCACHON";"33009";"+33 5 57 52 50 80";"";"";"";" -1.184608";"44.647802";"Oui";"";"";"19/09/2018|19/09/2018|10:00|12:00|||";""
"FMAAQU033V50M9H7";"30/07/2018";"Promotion locale";"Animations locales";"Bien-être";"";"Arcachon Bien-Vivre";"Auditorium de la maison des jeunes";"Allée José Maria de Heredia";"33120";"ARCACHON";"33009";"+33 5 57 52 50 80";"";"";"";" -1.168727";"44.655821";"Oui";"";"";"25/09/2018|25/09/2018|10:00||||";""
"FMAAQU033V50KCSR";"06/07/2018";"Promotion locale";"Animations locales # Divertissement # Loisir nature";"";"";"Arcachon en Forme, Dimanche Matin";"Mille potes ";"14 Allée Bouillaud";"33120";"ARCACHON";"33009";"+33 5 57 52 97 97";"";"";"";" -1.1946305";"44.6527982";"Oui";"";"";"29/04/2018|29/04/2018|09:30|||| # 06/05/2018|06/05/2018|09:30|||| # 13/05/2018|13/05/2018|09:30|||| # 20/05/2018|20/05/2018|09:30|||| # 27/05/2018|27/05/2018|09:30|||| # 03/06/2018|03/06/2018|09:30|||| # 10/06/2018|10/06/2018|09:30|||| # 17/06/2018|17/06/2018|09:30|||| # 24/06/2018|24/06/2018|09:30|||| # 08/07/2018|08/07/2018|09:30|||| # 15/07/2018|15/07/2018|09:30|||| # 22/07/2018|22/07/2018|09:30|||| # 29/07/2018|29/07/2018|09:30|||| # 05/08/2018|05/08/2018|09:30|||| # 12/08/2018|12/08/2018|09:30|||| # 19/08/2018|19/08/2018|09:30|||| # 26/08/2018|26/08/2018|09:30|||| # 02/09/2018|02/09/2018|09:30|||| # 09/09/2018|09/09/2018|09:30|||| # 16/09/2018|16/09/2018|09:30|||| # 23/09/2018|23/09/2018|09:30|||| # 30/09/2018|30/09/2018|09:30||||";""
"FMAAQU033V50KCHE";"06/07/2018";"Promotion locale";"Animations locales";"Sport collectif";"";"Arcachon en Forme, Samedi matin";"Mille Potes ";"14 Allée Bouillaud";"33120";"ARCACHON";"33009";"+33 5 57 52 97 97";"";"";"";" -1.2007674";"44.6452265";"Oui";"";"";"28/04/2018|28/04/2018|09:30|||| # 05/05/2018|05/05/2018|09:30|||| # 12/05/2018|12/05/2018|09:30|||| # 19/05/2018|19/05/2018|09:30|||| # 26/05/2018|26/05/2018|09:30|||| # 02/06/2018|02/06/2018|09:30|||| # 09/06/2018|09/06/2018|09:30|||| # 16/06/2018|16/06/2018|09:30|||| # 23/06/2018|23/06/2018|09:30|||| # 07/07/2018|07/07/2018|09:30|||| # 14/07/2018|14/07/2018|09:30|||| # 21/07/2018|21/07/2018|09:30|||| # 28/07/2018|28/07/2018|09:30|||| # 04/08/2018|04/08/2018|09:30|||| # 11/08/2018|11/08/2018|09:30|||| # 18/08/2018|18/08/2018|09:30|||| # 25/08/2018|25/08/2018|09:30|||| # 01/09/2018|01/09/2018|09:30|||| # 08/09/2018|08/09/2018|09:30|||| # 15/09/2018|15/09/2018|09:30|||| # 22/09/2018|22/09/2018|09:30|||| # 29/09/2018|29/09/2018|09:30||||";""
"FMAAQU064V58Q1DI";"14/09/2018";"Promotion locale";"Conférence";"";"";"Art et architecture : au bonheur du bois";"Maison pour tous";"6 rue Albert-le-Barillier";"64600";"ANGLET";"64024";"+33 5 59 58 35 60";"";"";"";" -1.5131861";"43.4828454";"Oui";"";"";"20/09/2018|20/09/2018|18:30||||";"Gratuit|0,00||"
"FMAAQU024V509K1W";"20/07/2018";"Promotion locale";"Exposition";"";"";"Art et création de la vallée Vézère";"Salle du Prieuré";"Place Léo Magne";"24290";"MONTIGNAC";"24291";"";"";"";"";"1.16363482";"45.0642714";"Oui";"";"";"17/09/2018|30/09/2018|||||";""
"FMAAQU024V50B9Z4";"23/05/2018";"Promotion régionale";"Exposition";"";"";"Art sur le Causse";"Savignac les Eglises";"Savignac-les-Églises";"24420";"SAVIGNAC-LES-EGLISES";"24527";"";"";"";"";"0.915487";"45.17201";"Oui";"";"";"27/05/2018|14/10/2018|||||";""
"FMAAQU064V58TPHF";"07/09/2018";"Promotion locale";"Exposition";"";"";"Art Traffik #Session 3";"";"10 allée de Samadet";"64600";"ANGLET";"64024";"";"";"";"http://www.art-traffik.com";" -1.5001399";"43.508065";"Oui";"";"";"14/09/2018|14/09/2018|19:00||||";"Gratuit|0,00||"
"FMAAQU064V583L3W";"15/05/2018";"Promotion locale";"Exposition";"";"";"Artiste en résidence : Paul Duncombe";"Ferme Nekatoenea";"Domaine d'Abbadia";"64700";"HENDAYE";"64260";"+33 5 59 20 37 20";"";"";"https://www.nekatoenea.eu # http://www.paulduncombe.com/";" -1.7514959";"43.3787117";"Oui";"";"";"15/05/2018|15/11/2018|||||";""
"FMAAQU033V5096P0";"20/08/2018";"Promotion locale";"Animations locales # Exposition";"Peinture # Sculpture";"";"Artistes en liberté : exposition-vente de peintures et de sculptures";"Port d'Audenge";"";"33980";"AUDENGE";"33019";"+33 5 56 03 81 50";"";"";"";" -1.0258987";"44.6771811";"Oui";"";"";"16/09/2018|16/09/2018|10:00|16:00|||";""
"FMAAQU064V58LA0D";"18/07/2018";"Promotion locale";"Concert # Exposition";"Peinture";"";"Artist's talk : Phili Go et Solaris Trio";"Médiathèque André Labarrère";"Place Marguerite Laborde";"64000";"PAU";"64445";"+33 5 47 05 10 00";"";"mediatheques@agglo-pau.fr";"";" -0.36775";"43.299893";"Oui";"";"";"01/09/2018|01/09/2018|17:30||||";"Gratuit|||"
"FMAAQU064FS025M0";"13/06/2018";"Promotion locale";"Animations locales";"Nature";"";"ARTOUSTE Montagne Propre";"Station d'Artouste";"";"64440";"LARUNS";"64320";"+33 5 59 05 34 00";"";"";"";" -0.3965379";"42.8807446";"Oui";"";"";"16/09/2018|16/09/2018|09:15|17:45|||";""
"FMAAQU024V50CGJT";"12/09/2018";"Promotion régionale";"Animation patrimoine";"";"Journées du Patrimoine";"Arts de la reliure";"Bibliothèque";"32 rue de la République";"24200";"SARLAT-LA-CANEDA";"24520";"+33 5 53 31 11 66";"";"";"";"1.215951";"44.88895";"Oui";"";"";"15/09/2018|15/09/2018|||||";""
"FMAAQU064V58SJ27";"28/08/2018";"Promotion régionale";"Animations locales";"Bal # Fanfares bandas";"";"Arzacq Jumelages, sortie aux fêtes de Luna ( village aragonais situé dans la région des « 5 villages  ») Espagne . ";"";"Arzacq-Arraziguet";"64410";"ARZACQ-ARRAZIGUET";"64063";"";"";"";"";" -0.9345206";"42.1637087";"Oui";"";"";"07/09/2018|09/09/2018|||||";""
"FMAAQU033V50M9FQ";"26/07/2018";"Promotion locale";"Animation patrimoine # Conférence # Congrès";"";"";"Assemblée Générale";"Tir au vol";"10 Avenue du Parc";"33120";"ARCACHON";"33009";"";"";"";"";" -1.187735";"44.652065";"Oui";"";"";"23/09/2018|23/09/2018|||||";""
"FMAAQU024V50BSX4";"22/08/2018";"Promotion locale";"Animations locales";"Astronomie";"";"Astronomie       ";"";"";"24400";"SAINT-MEDARD-DE-MUSSIDAN";"24462";"";"";"";"";"0.32052330";"45.0326870";"Oui";"";"";"31/08/2018|01/09/2018|22:00||||";""
"FMAAQU033V50M9H2";"26/07/2018";"Promotion locale";"Animations locales # Meeting";"";"";"Atelier ""Astrologie et connaissance de soi""";"";"15 BIS Rue Georges Meran";"33120";"ARCACHON";"33009";"";"+33 6 07 09 46 38";"";"";" -1.163289";"44.657616";"Oui";"";"";"26/09/2018|26/09/2018|14:00||||";""
"FMAAQU040V50J40L";"03/08/2018";"Promotion locale";"Conférence";"";"";"Atelier ""Bougez plus... vivez mieux""  ";"Maison du coeur";"7 rue de Borda";"40100";"DAX";"40088";"";"";"";"http://www.cardax.info";" -1.0528962";"43.7093250";"Oui";"";"";"25/09/2018|25/09/2018|||14:30||";"Gratuit|||"
"FMAAQU040V50J3ZK";"03/08/2018";"Promotion locale";"Conférence";"";"";"Atelier ""L'équilibre alimentaire""  ";"Maison du coeur";"7 rue de Borda";"40100";"DAX";"40088";"";"";"";"http://www.cardax.info";" -1.0528962";"43.7093250";"Oui";"";"";"04/09/2018|04/09/2018|||14:30||";"Gratuit|||"
"FMAAQU064V52JOR1";"03/08/2018";"Promotion locale";"Animation Jeune Public # Animations locales";"";"";"Atelier ""pliages de papiers"" Niveau 1";"Médiathèque ";"1 place Henri Sibor";"64330";"GARLIN";"64233";"+33 5 59 21 42 25";"";"mediatheque.garlin@orange.fr";"http://garlin.bibli.fr";" -0.2705032";"43.5703538";"";"";"";"22/09/2018|22/09/2018|10:00|12:00|||";"Gratuit|0,00|0,00|Gratuit"
"FMAAQU040V50I6F0";"08/06/2018";"Promotion régionale";"";"Bien-être # Danse";"";"Atelier Art thérapie du mouvement";"116 avenue de la Côte d'Argent";"";"40460";"SANGUINET";"40287";"";"+33 6 30 82 87 82";"";"";" -1.0742854";"44.4842838";"Oui";"";"";"23/09/2018|23/09/2018|16:00|18:00|||";"Plein tarif|20,00|20,00|par personne"
"FMAAQU040V50I73X";"27/08/2018";"Promotion régionale";"";"Bien-être # Danse";"";"Atelier Art thérapie du mouvement ";"116 avenue de la Côte d'Argent";"";"40460";"SANGUINET";"40287";"";"+33 6 30 82 87 82";"";"";" -1.0742854";"44.4842838";"Oui";"";"";"09/09/2018|09/09/2018|16:00|18:00|||";"Plein tarif|20,00|20,00|par personne"
"FMAAQU024V50BXHS";"30/07/2018";"Promotion locale";"Animations locales";"";"";"Atelier attrape rêves";"";"";"24290";"SAINT-AMAND-DE-COLY";"24364";"";"+33 6 27 93 63 33";"";"";"1.24791737";"45.0622800";"Oui";"";"";"19/09/2018|19/09/2018|15:30||||";""
"FMAAQU024V50C9AZ";"12/09/2018";"Promotion régionale";"Animation Jeune Public";"Littérature";"";"Atelier bébés lecteurs Bourdeilles ""Petites bêtes""";"Médiathèque de Bourdeilles";"Place de la mairie";"24310";"BOURDEILLES";"24055";"+33 5 53 03 68 50";"";"mediathequemareuil@dronneetbelle.fr";"https://mediathequesdronneetbelle.jimdo.com/";"0.58551999";"45.323881";"Oui";"";"";"27/09/2018|27/09/2018|09:30|11:00|||";"Gratuit|||"
"FMAAQU047V50BQM8";"13/09/2018";"Promotion régionale";"Animation Jeune Public # Animations locales # Divertissement";"";"";"Atelier Bidouille famille";"Le Hang'ART";"116 boulevard Edouard Lacour";"47000";"AGEN";"47001";"+33 5 53 95 72 79";"+33 6 95 77 25 56";"animation.standup47@gmail.com";"https://hangart47.fr/ # https://www.standup47.com/";"0.62676420";"44.1987248";"Oui";"";"";"15/09/2018|15/09/2018|15:30|17:00||| # 19/09/2018|19/09/2018|15:30|17:00|||";"Plein tarif|5,00|5,00|5€"
"FMAAQU033FS00GG0";"08/09/2018";"Promotion régionale";"Animations locales # Divertissement";"Animaux # Nature";"";"Atelier carnet de voyage à Terres d'Oiseaux";"Terres d'Oiseaux";"2 les Nouvelles Possessions";"33820";"BRAUD-ET-SAINT-LOUIS";"33073";"+33 5 57 32 88 80";"";"contact@terresdoiseaux.fr";"http://www.estuaire-tourisme.fr";" -0.6997776";"45.2838551";"";"";"";"30/09/2018|30/09/2018|15:00|17:00|||";"Plein tarif|15,00||"
"FMAAQU040V50I73G";"27/08/2018";"Promotion régionale";"";"Arts créatifs/Arts plastiques";"";"Atelier cartonnage ""La boîte à voeux""";"116 avenue de la Côte d'Argent";"";"40460";"SANGUINET";"40287";"";"+33 6 30 82 87 82";"";"";" -1.0742854";"44.4842838";"Oui";"";"";"10/09/2018|10/09/2018|10:00|12:00|14:00|18:00|";"Plein tarif|58,00|58,00|"
"FMAAQU064V58UHFZ";"14/09/2018";"Promotion locale";"Animation patrimoine";"Peinture";"";"Atelier collage pour les 6/12 ans : Un puzzle d'après ARRUE";"Villa Ducontenia";"avenue Iturralde";"64500";"SAINT-JEAN-DE-LUZ";"64483";"";"";"";"";" -1.6554266";"43.3906530";"Oui";"";"";"22/09/2018|22/09/2018|15:00|16:00|||";""
"FMAAQU033FS004VN";"07/09/2018";"Promotion régionale";"Animations locales # Divertissement";"";"";"Atelier Comptines et Galipettes";"Médiathèque";"Esplanade du Broustic";"33510";"ANDERNOS-LES-BAINS";"33005";"+33 5 56 03 93 93 # +33 5 56 82 02 95";"";"tourisme@andernoslesbains.fr";"http://tourisme.andernoslesbains.fr";" -1.0984879";"44.7436756";"Oui";"";"";"18/09/2018|18/09/2018|10:00|||| # 02/10/2018|02/10/2018|10:00|||| # 16/10/2018|16/10/2018|10:00|||| # 13/11/2018|13/11/2018|10:00|||| # 27/11/2018|27/11/2018|10:00|||| # 11/12/2018|11/12/2018|10:00||||";""
"FMAAQU047V50A8UR";"06/03/2018";"Promotion locale";"";"Arts créatifs/Arts plastiques";"";"Atelier Couture";"Convergence";"Rue du Chemin Rouge";"47500";"FUMEL";"47106";"+33 5 53 49 25 10";"";"convergence.bvef@gmail.com";"";"0.95066299";"44.4831949";"Oui";"";"";"05/03/2018|05/03/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi # 12/03/2018|12/03/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi # 19/03/2018|19/03/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi # 26/03/2018|26/03/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi # 02/04/2018|02/04/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi # 09/04/2018|09/04/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi # 16/04/2018|16/04/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi # 23/04/2018|23/04/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi # 30/04/2018|30/04/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi # 07/05/2018|07/05/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi # 14/05/2018|14/05/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi # 21/05/2018|21/05/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi # 28/05/2018|28/05/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi # 04/06/2018|04/06/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi # 11/06/2018|11/06/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi # 18/06/2018|18/06/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi # 25/06/2018|25/06/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi # 02/07/2018|02/07/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi # 09/07/2018|09/07/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi # 16/07/2018|16/07/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi # 23/07/2018|23/07/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi # 30/07/2018|30/07/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi # 06/08/2018|06/08/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi # 13/08/2018|13/08/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi # 20/08/2018|20/08/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi # 27/08/2018|27/08/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi # 03/09/2018|03/09/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi # 10/09/2018|10/09/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi # 17/09/2018|17/09/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi # 24/09/2018|24/09/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi # 01/10/2018|01/10/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi # 08/10/2018|08/10/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi # 15/10/2018|15/10/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi # 22/10/2018|22/10/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi # 29/10/2018|29/10/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi # 05/11/2018|05/11/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi # 12/11/2018|12/11/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi # 19/11/2018|19/11/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi # 26/11/2018|26/11/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi # 03/12/2018|03/12/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi # 10/12/2018|10/12/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi # 17/12/2018|17/12/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi # 24/12/2018|24/12/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi # 31/12/2018|31/12/2018|17:30|19:30|||Dimanche Jeudi Lundi matin Lundi midi Mardi Mercredi Samedi Vendredi";"Plein tarif|25,00|25,00|"
